"486",1534.1847547122993,-284803.1708914507,38.76991413204928,"COTA"
"485",1577.8846365510396,-284795.33704168274,39.27697175000165,"MURO"
"484",1581.2156003506857,-284797.457398667,39.534914267521316,VED"
"483",1574.3792141712515,-284793.0427268177,38.96519444115687,"MURO"
"482",1563.7080217896653,-284787.5412442996,37.961349927907875,"MURO"
"481",1537.7496440820848,-284776.0507249591,34.74756456016554,"MURO"
"480",1539.8119612204987,-284777.0222183661,35.23960658550876,"CX-"
"479",1528.977600188285,-284799.7918784839,37.84972942283907,"COTA"
"478",1523.3437878079462,-284799.803742814,37.819282522274875,"PIN"
"477",1523.597293667168,-284799.9368609609,37.91426836859857,"PIN"
"476",1523.669257877004,-284799.9024000997,37.885623080513454,"PIN"
"475",1532.3108218304417,-284804.04036692216,38.89953906449776,"PIN"
"474",1531.943057433989,-284803.97342271445,38.87286865581048,"PIN"
"473",1533.017506769523,-284798.5544277644,37.87918013737287,"PIN"
"472",1533.4392145563763,-284798.8825918367,38.0472318328884,"PIN"
"471",1533.2137941087174,-284798.91980280535,38.058563737674845,"PIN"
"470",1535.8618177649619,-284801.7349827437,38.548732699792616,"COTA"
"469",1545.947972833151,-284801.8533881873,37.882837152895505,"PALM"
"468",1545.8042554858496,-284801.8342931109,37.8871768347804,"PALM"
"467",1545.7061801909847,-284801.647265232,37.78486667806922,"PALM"
"466",1541.9734449619596,-284800.4755009004,37.83151911448202,"PIN"
"465",1541.6741226459928,-284800.6801519427,37.986843897431854,"PIN"
"464",1541.3993223697655,-284800.4859051009,37.91906566006059,"PIN"
"463",1547.1678066335298,-284804.7621676847,38.611596938223386,"PALM"
"462",1547.6699104264185,-284804.825198332,38.609494381831844,"PALM"
"461",1547.3622221701964,-284804.9656780319,38.6562454343656,"PALM"
"460",1549.822832286498,-284804.9997971778,38.65203228204433,"CIP2D"
"459",1549.9950545012941,-284805.1684274512,38.689169153362975,"CIP2D"
"458",1550.2338201034818,-284805.0069980107,38.62097346683601,"CIP2D"
"457",1551.307031541388,-284805.3200041248,38.607923709475074,"ARV3D"
"456",1550.2268687126787,-284805.21854636463,38.312829025378754,"ARV3D"
"455",1550.2248226920296,-284805.17562890943,38.322535443456914,"ARV3D"
"454",1523.1859433766647,-284829.7096614818,45.05564318236178,COTA"
"453",1523.329831513791,-284829.8250598204,44.77249962303334,"LC"
"452",1523.5103586366108,-284827.8187625466,44.1566870510919,"LC"
"451",1523.2681736178579,-284827.83290224324,43.96986743159039,"PALICADA"
"450",1519.4244367745978,-284820.5149402059,42.99375386615726,"PIN"
"449",1519.6431308386284,-284820.79525320535,43.24772365071378,"PIN"
"448",1519.3877415300747,-284821.0930319199,43.47434659450205,"PIN"
"447",1520.4916238702995,-284821.7838350831,43.48827152415965,"LC"
"446",1519.656092245103,-284823.70681894704,43.723825283592205,"SUMI"
"445",1519.6082102198486,-284823.15169104515,43.708437064659066,"SUMI"
"444",1519.8435374672479,-284823.12864282215,43.71166407725238,"SUMI"
"443",1519.8351604243549,-284823.06180482096,43.726485252176595,"PALICADA"
"442",1526.549047842191,-284817.00904122856,40.94645560582911,"ARV"
"441",1526.7645313670514,-284816.8163668926,40.86599340133227,"ARV"
"440",1526.6364987728157,-284817.0642162591,41.04808327212022,"ARV"
"439",1523.7660192173785,-284821.4519498118,42.8964687993417,"COTA"
"438",1529.0595055081264,-284819.8798302948,42.16969499551523,"PIN2D"
"437",1534.359519398568,-284818.7626916372,42.37089526288861,"COTA"
"436",1530.0037212290017,-284820.7205463052,42.727400366661286,"COTA"
"435",1538.6198782399601,-284821.9923100351,43.223011882683174,"COTA"
"434",1544.679650109485,-284821.58214086556,42.97583261037447,"PIN"
"433",1545.0631505528665,-284821.38575555227,42.7848587181023,"PIN"
"432",1545.2236518910793,-284821.6414760174,42.88424520270538,"PIN"
"431",1546.005207708153,-284817.4910001358,40.99073315175459,"COTA"
"430",1553.779725246908,-284819.36186145444,40.35513729617337,"COTA"
"429",1562.9900129169723,-284822.29845316755,41.464996983697894,"CIPA230CLUB"
"428",1565.5413778169934,-284823.24526081287,41.55694625608793,"CIPA230CLUB"
"427",1555.89210898569,-284823.8934219112,42.09964007274393,"ARV2D"
"426",1559.617500469461,-284822.2083751352,41.255337076134175,"ARV2D"
"425",1561.4939548366667,-284818.3429731329,40.254492035474954,"PIN"
"424",1561.1593526368486,-284818.5148200148,40.26273850481439,"PIN"
"423",1561.3281359744356,-284818.8467543202,40.46139284824728,"PIN"
"422",1564.2869613847427,-284821.72450196795,41.09266586334322,"COTA"
"421",1573.813668315557,-284822.23976073746,40.89130211969735,"ARV"
"420",1573.9814101875909,-284822.0274593769,40.82852470950198,"ARV"
"419",1574.0616594166972,-284822.2959592217,40.997001533507465,"ARV"
"418",1571.8382986580107,-284813.4532764662,39.62781540056942,"COTA"
"417",1564.0544034684274,-284812.04205712996,39.276307887007626,"COTA"
"416",1559.9910149506593,-284802.9418079329,38.57907253102496,"COTA"
"415",1557.06895092416,-284805.96406426915,38.675038438979676,"COTA"
"414",1554.3575606362956,-284810.5103821754,38.991798963782166,"COTA"
"413",1543.0645849658285,-284808.73347341357,38.983845063125194,"COTA"
"412",1528.3845934855894,-284808.759875062,38.992649919245444,"COTA"
"411",1517.4828579268026,-284807.71834210795,38.614969181218456,"COTA"
"410",1507.2076760449856,-284806.7947818763,38.1778633165608,"COTA"
"409",1506.5554323581528,-284804.9193058432,37.91081747778694,"PALICADA"
"408",1507.9460050096482,-284800.4864614248,37.53535280148128,"PALICADA"
"407",1512.531777156671,-284801.2811018286,37.85119184229206,"PIN"
"406",1512.732264426847,-284801.4564264869,37.853782438054665,"PIN"
"405",1512.9209933422362,-284801.2375415685,37.85089912256773,"PIN"
"404",1513.64215534854,-284800.8332132314,37.857194106721195,"PALICADA"
"403",1520.2076948241468,-284801.23835444916,38.13587919082329,"PALICADA"
"402",1522.8792923985343,-284801.4814937791,38.204025505822756,"PALICADA"
"401",1528.196315931246,-284801.86985594453,38.40752021907294,"PALICADA"
"400",1531.590938649785,-284802.189144018,38.63351206738646,28"
"399",1531.5278848764958,-284801.9566074627,38.52026050664999,"PALICADA"
"398",1532.28950092671,-284804.0149055439,38.88783607744648,"PIN"
